# data/inputs-5K-0-values.txt isolated_hop_copy_array --ballast=5
#
# schedule(ns) total(ns)
180209	699084
415709	1517792
20834	125042
421750	1624375
87875	374042
62834	265834
188083	762041
471375	1856959
99208	388833
244750	984125
496541	1906875
301125	1336500
104833	477667
442625	1958917
106833	504125
388584	1723625
326333	1449625
153292	714792
327834	1481084
320458	1426208
207125	963916
334125	1528708
95541	466125
11500	72417
104042	513125
202167	921333
67042	346500
285042	1282667
266000	1200625
402958	1778292
331042	1516292
371542	1680250
87042	451500
162250	771125
173333	784583
151292	727208
335833	1517000
58416	320666
120958	561833
356750	1537083
111625	556083
103541	517958
219750	994750
182375	861584
260708	1188667
186292	856000
379833	1670208
356333	1587917
15542	93292
376542	1724417
194042	912500
221208	1021000
208417	968959
134666	647583
374833	1614417
317875	1441333
170250	808791
360667	1609459
39209	235125
125834	591000
200959	925792
352209	1571667
98083	483833
120167	538084
151792	713083
277208	1265250
298208	1343291
145375	680083
4458	30916
310417	1425083
249750	1168875
28958	189750
13041	74708
175417	807583
73584	364000
217625	980625
381458	1742541
39208	240042
409541	1785625
171500	794208
6042	32709
288708	1329958
165708	771000
168000	798042
357500	1632000
268750	1220875
120958	598583
69625	361458
350583	1540375
331000	1423625
292083	1349166
349583	1575833
306500	1398500
67791	347083
40250	230125
368500	1659333
294333	1353416
242416	1148041
141292	692334
346834	1555584
178500	822542
253542	1198333
310583	1408375
182291	846625
19208	123166
88875	451834
164709	791375
272917	1227792
58000	314250
292625	1299375
324125	1442250
326583	1459917
11292	55959
352333	1620541
247375	1142708
210292	983792
165250	775375
127583	626500
280875	1285583
370083	1650917
162708	680583
73625	414792
6583	39500
127750	596125
84416	425625
263625	1213375
29041	157583
301916	1362583
384792	1626833
50084	276084
29542	154417
51292	266917
240667	1127375
368125	1637334
305125	1347250
396334	1752250
214500	1021958
15417	89084
23334	145542
85583	415625
82542	413500
302667	1351875
95292	476167
80959	420500
365542	1646875
108500	528917
67584	357125
192334	894875
326000	1486500
150083	713208
339833	1568625
311333	1404208
76709	438542
47667	242750
124833	602333
158792	753084
387167	1740917
297667	1333209
196917	933417
87583	451583
303459	1345417
29917	186250
300291	1342708
72209	373500
64500	331833
112042	550083
127417	636542
19209	99292
414209	1742875
343458	1569208
127834	626917
391250	1712167
268292	1215875
343791	1589416
303625	1462625
385500	1721083
366583	1666958
63500	279959
294041	1254250
7042	43167
227791	1069958
362500	1629041
143209	684667
349208	1542416
268417	1241167
129583	626917
176916	842416
194250	921333
45291	263083
293375	1311166
179791	841166
69250	366875
59334	334292
353708	1588291
266791	1228291
11667	61417
143208	677333
25625	162000
75666	382291
126500	629583
188833	876291
313083	1393458
55416	307583
182209	894667
208416	936000
105709	578250
14875	95875
270000	1283125
175958	856792
38208	246958
395833	1707458
164583	761875
237250	1134625
132292	577667
375875	1675291
83584	453417
301250	1323792
127250	622417
14000	88167
238792	1073209
398250	1728584
381459	1671834
169667	783834
76792	398458
154666	730208
103167	514709
292625	1297792
199375	909833
30500	185209
196916	928000
353666	1591125
222541	1028958
282958	1321375
154417	733375
332167	1397958
244875	1148250
19958	212667
438208	1006666
239458	1012041
35833	221750
180000	807875
344792	1500000
267167	1205459
158791	762833
372750	1653667
165375	791208
127708	631625
96792	490459
175208	808458
183917	849125
240292	1080750
232250	1061584
106667	527542
255375	1140375
162666	766000
270916	1230541
199500	921500
135084	625709
42958	240333
213292	970917
198916	893750
105292	447750
348500	1551834
44083	253291
288709	1326000
5542	38084
305584	1366542
343167	1524500
95000	482083
336916	1509708
63833	334375
340333	1516292
205541	940458
87000	439708
388542	1709792
18250	51583
233916	1093875
330500	1489167
240959	1093084
229959	1031959
262917	1167500
209125	948791
81459	400209
388167	1722292
60291	367833
420041	1839375
381875	1735917
228250	1065041
180708	837875
141542	659458
1917	24875
357083	1635458
64000	377250
43750	243708
13042	44709
189959	894000
111958	559750
371959	1616167
42958	256458
294875	1319750
207416	946708
378542	1684375
284416	1292750
91583	455000
362750	1565750
194583	868125
325625	1462125
56958	309708
90125	418458
75917	397458
266708	1209542
141666	659458
458167	1486625
264125	1163750
100625	482500
212666	984833
98208	487791
212042	946500
415166	1790000
153083	717750
304666	1380625
108791	534666
79333	413167
388958	1700333
6083	48500
79375	418958
260459	1197500
159875	751083
147250	707875
30417	129833
121208	585917
1666	23708
274250	1228667
193833	870875
64709	337959
378500	1690834
330667	1484208
112917	548542
299459	1371500
267583	1134333
81334	426959
89958	445333
359667	1621333
372875	1655542
225500	1056292
104375	516583
243083	1113583
336125	1536208
97958	488041
122583	551375
18416	54625
68334	346000
295583	1355416
334833	1482667
125417	611167
138833	600083
21667	114792
61834	322250
112791	560000
211834	967375
281042	1242083
125375	619292
28958	163958
312833	1402833
194250	896667
169166	718958
306166	1317541
410125	1864000
314291	1419750
179084	842750
274291	1247458
261250	1176417
118875	573417
326333	1495125
125083	623000
326333	1489458
28541	187375
289083	1322583
125583	618542
255834	1148209
101292	451125
289916	1334708
27625	125000
361250	1601458
115292	573250
91583	460750
20500	104667
345500	1526500
131416	625500
54875	294333
148167	721875
42166	255000
40708	241791
154208	758750
302750	1368417
20708	122792
384875	1306833
272834	1187084
175125	809959
3958	22416
50875	237542
197375	895584
124292	586750
121750	568875
275750	1251792
255250	1181917
287708	1291875
119000	526084
126958	613708
1958	25208
88958	454875
191458	850458
363916	1605791
22917	116292
378750	1682250
245209	1115667
382250	1711458
35208	211125
170417	798667
335125	1510042
301166	1344458
30792	197333
191625	932417
126542	639667
49000	245791
310416	1239916
46250	219292
223834	964584
119583	592708
265708	1162250
359250	1594708
308042	1270500
50542	318875
280667	1308834
362833	1640125
196041	876208
27792	132708
200791	928041
313542	1435792
23125	123583
150958	718125
313833	1391042
219458	993000
64375	337000
324834	1454500
249083	1118500
110666	538583
324000	1460417
282042	1285167
80458	412083
31500	161875
172583	781792
301084	1303959
53458	196833
360792	1522125
313500	1408167
27375	174666
281958	1287041
122834	584792
189792	871375
8750	56083
266708	1217583
314542	1409459
218584	1022250
139667	693250
82041	414291
283959	1284125
7000	33042
369542	1652042
412250	1748875
15667	104917
236709	1076917
156167	739250
216250	985250
112667	559167
195833	920166
134750	634125
268042	1245500
240334	1087084
755084	1891667
446916	1021458
94042	413500
202000	942000
213125	1013666
366750	1556000
322375	1446417
114875	568000
53500	297667
231458	1048833
42875	247042
33250	199583
368292	1607625
228709	1048167
259125	1209417
270542	1224583
215250	976708
245042	985750
201000	919250
210125	967625
393792	1726834
129666	628041
35500	204000
258542	1183459
299125	1383459
33166	172333
360208	1582500
33542	198459
86083	440042
124625	587167
342833	1545791
142875	687334
326084	1504167
281917	1215083
162375	782709
45667	255625
247708	1113500
403250	1774084
275125	1221208
290250	1321625
116084	582667
111333	541875
125000	606500
83000	419333
102291	503708
5958	30458
118125	579708
121875	583333
169833	788125
376166	1642416
314875	1446250
164250	784542
333000	1411541
318000	1371916
377667	1651250
304833	1387208
35208	211375
63625	339666
124292	586292
42125	244125
389875	1742125
7042	50834
227833	1025000
5459	38667
242209	1086375
111167	545958
356459	1603959
12375	77875
69167	367333
155750	740917
78375	425750
6417	38084
384958	1685916
103625	450584
308250	1406042
221792	1017500
76333	380583
111792	547542
113917	561125
377958	1639375
277000	1178708
376917	1695584
142000	675166
197250	934000
27666	165208
349334	1441459
170458	823166
119292	582167
255417	1084417
92042	456542
355000	1576541
332041	1476041
394459	1802959
276333	1271917
155500	711542
154250	740417
42167	264542
111000	539041
187500	890083
156792	749584
116417	569167
203959	930209
14125	89042
39459	237959
318041	1430000
202792	952167
33834	205917
67792	368583
236375	1097333
148250	681125
351875	1500375
205125	962416
343875	1561250
51000	276667
134709	658584
339208	1516833
85375	431416
380417	1706500
127958	618417
112833	551458
283250	1265750
24250	136167
204292	950333
53917	249042
361958	1645042
20875	121333
206541	966625
119583	568875
147167	655167
59292	329042
210500	956875
205250	954125
205792	935042
377291	1679083
234250	1117417
87875	441792
42458	217417
19917	119167
175459	768875
93125	457250
311375	1405958
325333	1466792
12250	71708
173167	806958
287042	1291042
276458	1240625
270333	1220042
232709	1071625
